Random Num,Random Num Values,Num,Ideology,Meta,Specific,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
0.591050926,0.913359105,312,Left,(im)migration,"social and political movements, in which citizenship and related rights have become subject to contestation and redefinition",Trouble in our Fields: Health and Human Rights among Mexican and Caribbean Migrant Farm Workers in Canada,For many years Canada has quietly rationalized importing temporary â€œlow-skilledâ€ù migrant labour through managed migration programs to appease industries desiring cheap and flexible labour while avoiding extending citizenship rights to the workers. In ,858860242,,Dissertations & Theses," McLaughlin, Janet
McLaughlin
Janet
McLaughlin, Janet", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2304027121 , 59652301 , 66569 , 9780494713648 , NR71364 , NR71364", Dissertation/Thesis,2009,9.78E+12, English, English,,2009,ProQuest Dissertations and Theses,2009,https://search.proquest.com/docview/858860242?accountid=14496," 0339 Forensic anthropology , 0573 Public health , 0629 Labor relations , 0631 Ethnic studies"," 0339 Forensic anthropology , 0573 Public health , 0629 Labor relations , 0631 Ethnic studies"," 0339 Forensic anthropology , 0573 Public health , 0629 Labor relations , 0631 Ethnic studies",," 0339 Forensic anthropology , 0573 Public health , 0629 Labor relations , 0631 Ethnic studies"," Forensic anthropology , Public health , Labor relations , Ethnic studies"," Health and environmental sciences , Social sciences , Caribbean , Farmworkers , Human rights , Mexican , Migrant workers",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Trouble+in+our+Fields%3A+Health+a,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.178786085,0.897900646,681,Left,(im)migration,Sanctuary Movement(s) of the 1980s ,Places of sanctuary: Religious revivalism and the politics of immigration in New Mexico,This dissertation examines the overlapping dimensions of secular and religious sanctuary place making by comparing the faith-based Sanctuary Movement(s) of the 1980s with the rise of present-day local immigration policy activism in New Mexico and beyond. ,1526488015,,Dissertations & Theses," Villarreal Garza, Amy
Villarreal Garza
Amy
Villarreal Garza, Amy", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3310607921 , 87744022 , 66569 , 9781303842535 , 3617120 , 3617120", Dissertation/Thesis,2014,9.78E+12, English, English,,2014,ProQuest Dissertations and Theses,2014,https://search.proquest.com/docview/1526488015?accountid=14496," 0318 Religion , 0326 Cultural anthropology , 0631 Ethnic studies"," 0318 Religion , 0326 Cultural anthropology , 0631 Ethnic studies"," 0318 Religion , 0326 Cultural anthropology , 0631 Ethnic studies",," 0318 Religion , 0326 Cultural anthropology , 0631 Ethnic studies"," Religion , Cultural anthropology , Ethnic studies"," Philosophy, religion and theology , Social sciences , Immigration , Religion , Secularism , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Places+of+sanctuary%3A+Religious+,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.405677027,0.962914523,2862,Mixed,(im)migration,Chinese and Mexican immigration to US; nativist resistance,"In the age of exclusion: Race, region and Chinese identity in the making of the Arizona -Sonora borderlands, 1863â€“1943","American experience and the Chicano/a experience have ignored the impact of Chinese exclusion laws on the lives of fronterizos . This study examines international immigration, economic development and American and Mexican nativism to demonstrate how Chine",304584833,,Dissertations & Theses," Delgado, Grace Pena
Delgado
Pena
Grace
Delgado, Grace Pena", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 728338061 , 19230831 , 66569 , 9780599882171 , 9981678 , 9981678", Dissertation/Thesis,2000,9.78E+12, English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304584833?accountid=14496," 0337 American history , 0616 International law , 0631 Ethnic studies"," 0337 American history , 0616 International law , 0631 Ethnic studies"," 0337 American history , 0616 International law , 0631 Ethnic studies",," 0337 American history , 0616 International law , 0631 Ethnic studies"," American history , International law , Ethnic studies"," Social sciences , Arizona , Borderlands , Chinese , Identity , Mexico , Race , Religion , Sonora",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=In+the+age+of+exclusion%3A++Race%,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.578922128,0.973836723,1086,Left,(im)migration,masculinty and migration,Masculine dimensions: Migration and gender in francophone literature and culture,"Since the arrival on the literary scene of a number of celebrated women writers during the last thirty years gender has occupied a prominent position in Francophone Studies. Drawing upon this significant body of scholarship, this dissertation aims to show",304491673,,Dissertations & Theses," Bryson, Devin
Bryson
Devin
Bryson, Devin", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1675761431 , 42466181 , 66569 , 9781109009811 , 3345910 , 3345910", Dissertation/Thesis,2008,9.78E+12, English, English,,2008,ProQuest Dissertations and Theses,2008,https://search.proquest.com/docview/304491673?accountid=14496," 0316 African literature , 0733 Gender studies"," 0316 African literature , 0733 Gender studies"," 0316 African literature , 0733 Gender studies",," 0316 African literature , 0733 Gender studies"," African literature , Gender studies"," Social sciences , Language, literature and linguistics , African Studies , Culture , Francophone , Francophonie , French Studies , Gender , Masculinity , Migration",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Masculine+dimensions%3A+Migration,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.117267137,0.977220868,1189,Left,abolitionism,"civil war, anti-slavery in mid-19th century","Slavery's borderland: Freedom and bondage along the Ohio River, 1787-1851",This dissertation examines how antebellum Americans understood the Ohio River as the geographical division between slavery and freedom. Why and how did Americans make the Ohio River the division between slavery and freedom? How did they accommodate this r,304963356,,Dissertations & Theses," Salafia, Matthew
Salafia
Matthew
Salafia, Matthew", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2042683821 , 52337261 , 66569 , 9781109754278 , 3406909 , 3406909", Dissertation/Thesis,2009,9.78E+12, English, English,,2009,ProQuest Dissertations and Theses,2009,https://search.proquest.com/docview/304963356?accountid=14496," 0328 Black history , 0337 American history"," 0328 Black history , 0337 American history"," 0328 Black history , 0337 American history",," 0328 Black history , 0337 American history"," Black history , American history"," Social sciences , Borderland , Fugitive slaves , Indiana , Kentucky , Ohio River , Slavery",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Slavery%27s+borderland%3A+Freedom,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.534980247,0.976033679,3685,Left,abolitionism,anti-slavery society in Uk,"The geographies of global humanitarianism: the anti-slavery society and aborigines protection society, 1884-1933","This thesis considers the cultural and political geographies of British humanitarianism during the fifty years following the Berlin Conference of 1884-5, focussing on two societies which merged in 1909: the Anti-Slavery Society and the Aborigines Protecti",1797883691,,Dissertations & Theses," Mitcham, Roderick Ellis
Mitcham
Ellis
Roderick
Mitcham, Roderick Ellis", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4094253131 , 102902202 , 101309 , U171657 , U171657", Dissertation/Thesis,2002,, English, English,,2002,PQDT - UK & Ireland,2002,https://search.proquest.com/docview/1797883691?accountid=14496, 0366 Geography, 0366 Geography, 0366 Geography, Bibliographic information obtained from the British Library., 0366 Geography, Geography," DXN069287 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+geographies+of+global+humanit,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.013703804,0.908192834,3603,Right,abolitionism,indirect contributions to the slave trande and the American abolitionist and revolutionary movements,"Toiling in the Empire: Labor in three Anglo-Atlantic ports, London, Philadelphia and Cape Coast Castle, 1750-1783","The importance of the slave trade to the eighteenth-century economic, social and political development of the Atlantic World is an area of great debate. One reason for the debate is that most studies of the slave trade have focused upon the trade's direct",304527539,,Dissertations & Theses," Reese, Ty Michael
Reese
Michael
Ty
Reese, Ty Michael", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 729802511 , 30387151 , 66569 , 9780599418301 , 0599418303 , 9940384 , 9940384", Dissertation/Thesis,1999," 9780599418301 , 0599418303", English, English,,1999,ProQuest Dissertations and Theses,1999,https://search.proquest.com/docview/304527539?accountid=14496," 0582 History , 0331 African history , 0337 American history , 0335 European history , 0328 Black history"," 0582 History , 0331 African history , 0337 American history , 0335 European history , 0328 Black history"," 0582 History , 0331 African history , 0337 American history , 0335 European history , 0328 Black history",," 0582 History , 0331 African history , 0337 American history , 0335 European history , 0328 Black history"," History , African history , American history , European history , Black history"," Social sciences , Cape Coast Castle , England , Ghana , Labor , London , Pennsylvania , Philadelphia , Ports , Slave trade",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Toiling+in+the+Empire%3A+Labor+in,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.620353938,0.986273974,1996,Left,alter-globalization,Jordanian resistance to free market (neoliberal) policy,"The impact of economic globalization on the national policies of developing countries: the case of the jordan's agricultural, information and communication technology and trade and investment policies","The main objective of this thesis is to provide a theoretical and empirical analysis of the effects of economic globalization (neoliberal ideology) on the Jordanian national policies pertaining to agriculture, information and communication technology, and",1795018517,,Dissertations & Theses," Al-Zoubi, Mohammad Orsan Muhsein
Al-Zoubi
Orsan Muhsein
Mohammad
Al-Zoubi, Mohammad Orsan Muhsein", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4082672081 , 105323232 , 101309 , U511001 , U511001", Dissertation/Thesis,2009,, English, English,,2009,PQDT - UK & Ireland,2009,https://search.proquest.com/docview/1795018517?accountid=14496, 0615 Political science, 0615 Political science, 0615 Political science, Bibliographic information obtained from the British Library., 0615 Political science, Political science," 515496 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+impact+of+economic+globalizat,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.157505198,0.982331399,1443,Left,alter-globalization,socially conscious art in US and Mexico,"Portable Borders/Mythical Sites: Performance Art and Politics on the US &lt;i&gt;Frontera&lt;/i&gt;, 1968â€“Present","Artists working on the U.S. side of the U.S.-Mexican border have, since the 1970s Chicano movement, actively explored this charged site in generating socially conscious art projects. This border art, formerly seen as ""marginal,"" is explored in this disser",919994738,,Dissertations & Theses," Sheren, Ila Nicole
Sheren
Nicole
Ila
Sheren, Ila Nicole", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2579220811 , 67218672 , 66569 , 0828084 , 0828084", Dissertation/Thesis,2011,, English, English,,2011,ProQuest Dissertations and Theses,2011,https://search.proquest.com/docview/919994738?accountid=14496," 0323 American studies , 0377 Art history , 0550 Latin American Studies"," 0323 American studies , 0377 Art history , 0550 Latin American Studies"," 0323 American studies , 0377 Art history , 0550 Latin American Studies",," 0323 American studies , 0377 Art history , 0550 Latin American Studies"," American studies , Art history , Latin American Studies"," Communication and the arts , Social sciences , Avalos, David , Border art , Contemporary art , Ehrenberg, Felipe , Fusco, Coco , Gomez-Pena, Guillermo , Mexico , United States",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Portable+Borders%2FMythical+Sites,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.924844768,0.976705467,701,Left,alter-globalization,Occupy,Contentious Subjects: Non/violence as Topic and Trope in the Occupy Movement,"Why was there such heated disagreement within the Occupy movement around the word nonviolence, and why was this disagreement so generationally marked? Why were the social movements in the 2011 global wave of unrest so suddenly disruptive, even violent, al",1608992116,,Dissertations & Theses," Meckfessel, Shon
Meckfessel
Shon
Meckfessel, Shon", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3453827091 , 90699362 , 66569 , 9781321110173 , 3631910 , 3631910", Dissertation/Thesis,2014,9.78E+12, English, English,,2014,ProQuest Dissertations and Theses,2014,https://search.proquest.com/docview/1608992116?accountid=14496, 0681 Rhetoric, 0681 Rhetoric, 0681 Rhetoric,, 0681 Rhetoric, Rhetoric," Language, literature and linguistics , Disruption , Neoliberalism , Nonviolence , Occupy , Riots , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Contentious+Subjects%3A+Non%2Fvio,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.561280661,0.974416771,1809,Left,alter-globalization,"post-60s utopias, Occupy, feminism, punk, anti-colonial",After the 'post-sixties': A cultural history of Utopia in the United States,"After the â€˜Post-Sixtiesâ€™: A Cultural History of Utopia in the United States is an historical inquiry into the cultures of utopian thought and practice. Consisting of three multi-chapter sections, this cultural history unfolds as an account of utopian,",1781579190,,Dissertations & Theses," Lane, Madeline
Lane
Madeline
Lane, Madeline", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4025979581 , 104048002 , 66569 , 9781339626420 , 10098583 , 10098583", Dissertation/Thesis,2016,9.78E+12, English, English,,2016,ProQuest Dissertations and Theses,2016,https://search.proquest.com/docview/1781579190?accountid=14496," 0323 American studies , 0591 American literature , 0900 Film studies"," 0323 American studies , 0591 American literature , 0900 Film studies"," 0323 American studies , 0591 American literature , 0900 Film studies",," 0323 American studies , 0591 American literature , 0900 Film studies"," American studies , American literature , Film studies"," Language, literature and linguistics , Social sciences , Communication and the arts , Countercultures , Dystopia , Historical imagination , Occupy wall street , Periodization , Utopia",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=After+the+%27post-sixties%27%3A+A,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.713724338,0.971703329,2911,Left,alter-globalization,Action Canada Network,"What is a social movement? The Action Canada Network and free trade opposition in Canada, 1983â€“1993","Free trade opposition in Canada can be said to have emerged in the critiques of the Mulroney Government economic agenda in the early 1980s. It ended upon the ratification of NAFTA by the Chretien Government on December 2, 1993. The dissertation examines t",304644028,,Dissertations & Theses," Huyer, Sophia
Huyer
Sophia
Huyer, Sophia", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 725889651 , 19253771 , 66569 , 9780612595446 , 0612595447 , NQ59544 , NQ59544", Dissertation/Thesis,2000," 9780612595446 , 0612595447", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304644028?accountid=14496," 0615 Political science , 0616 International law , 0616 International relations , 0334 Canadian history"," 0615 Political science , 0616 International law , 0616 International relations , 0334 Canadian history"," 0615 Political science , 0616 International law , 0616 International relations , 0334 Canadian history",," 0615 Political science , 0616 International law , 0616 International relations , 0334 Canadian history"," Political science , International law , International relations , Canadian history"," Social sciences , Action Canada Network , Free trade , Social movement",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=What+is+a+social+movement%3F++The,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.921572686,0.971046302,1315,Left,alter-globalization,Zapatismo (EZLN),"We are from before, yes, but we are new: Autonomy, territory, and the production of new subjects of self-government in Zapatismo","The 1994 Zapatista uprising in Chiapas, Mexico, created a rupture with a series of neoliberal policies implemented in Mexico and on a global scale over the last few decades of the 20th century. In a moment when alternatives to neoliberal global capitalism",845244544,,Dissertations & Theses," Kaufman, Mara Catherine
Kaufman
Catherine
Mara
Kaufman, Mara Catherine", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2242530561 , 51880341 , 66569 , 9781124401669 , 3433944 , 3433944", Dissertation/Thesis,2010,9.78E+12, English, English,,2010,ProQuest Dissertations and Theses,2010,https://search.proquest.com/docview/845244544?accountid=14496," 0326 Cultural anthropology , 0550 Latin American Studies"," 0326 Cultural anthropology , 0550 Latin American Studies"," 0326 Cultural anthropology , 0550 Latin American Studies",," 0326 Cultural anthropology , 0550 Latin American Studies"," Cultural anthropology , Latin American Studies"," Social sciences , Autonomy , Globalization , Governance , Mexico , Territory , Zapatismo",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=We+are+from+before%2C+yes%2C+but+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.689847871,0.965966708,1461,Left,alter-globalization,artistic and literary responses to neoliberalism in AR and Central America,"Culture, Politics and Neoliberalism: New Subjectivities and Representation in Argentina and Central America, 1990sâ€“2000s","This dissertation is an interdisciplinary and comparative project that lies at the intersection of political economy and cultural production. Specifically, it explores the relationship between film and literature, and the consolidation and later crisis of",1015640531,,Dissertations & Theses," Quiros, Daniel
Quiros
Daniel
Quiros, Daniel", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2668775161 , 69377742 , 66569 , 9781267331342 , 3507722 , 3507722", Dissertation/Thesis,2012,9.78E+12, Spanish, Spanish,,2012,ProQuest Dissertations and Theses,2012,https://search.proquest.com/docview/1015640531?accountid=14496," 0312 Latin American literature , 0550 Latin American Studies , 0900 Film studies"," 0312 Latin American literature , 0550 Latin American Studies , 0900 Film studies"," 0312 Latin American literature , 0550 Latin American Studies , 0900 Film studies",," 0312 Latin American literature , 0550 Latin American Studies , 0900 Film studies"," Latin American literature , Latin American Studies , Film studies"," Language, literature and linguistics , Social sciences , Communication and the arts , Affect , Argentina , Costa Rica , El Salvador , Guatemala , Latin American film , Neoliberalism , Nicaragua , Politics , Violence",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Culture%2C+Politics+and+Neolibera,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.820891708,0.962299173,3352,Left,alter-globalization,WTO protests,Framed: Mainstream media coverage of anti-globalization protesters in Seattle and Miami,"In tracing a moment in the life course of the anti-globalization movement, this thesis focuses on how protesters at trade meetings---as a complex group of social actors---have been represented or 'framed' in mass media. This 'movement of movements' is uni",305368442,,Dissertations & Theses," Humphrey, Megan
Humphrey
Megan
Humphrey, Megan", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1083543441 , 32783541 , 66569 , 9780494118153 , 0494118156 , MR11815 , MR11815", Dissertation/Thesis,2005," 9780494118153 , 0494118156", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305368442?accountid=14496, 0708 Mass media, 0708 Mass media, 0708 Mass media,, 0708 Mass media, Mass media," Communication and the arts , Florida , Washington",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Framed%3A+Mainstream+media+covera,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.933403472,0.959851161,2922,Left,alter-globalization,global civil society,In search of global civil society: A critical exploration,"This study explores and critically examines the global civil society construct. In this period of economic globalization, there is tremendous optimism that non-state actors, such as transnational social movements, can take a leading role in representing t",304663685,,Dissertations & Theses," Chishti, Maliha
Chishti
Maliha
Chishti, Maliha", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 732226861 , 19802671 , 66569 , 9780612503342 , 0612503348 , MQ50334 , MQ50334", Dissertation/Thesis,2000," 9780612503342 , 0612503348", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304663685?accountid=14496," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations",," 0616 International law , 0616 International relations"," International law , International relations"," Social sciences , A , CIVIL , CRITICAL , EXPLORATION , GLOBAL , SEARCH , SOCIETY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=In+search+of+global+civil+society,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.842665559,0.944107774,1786,Left,alter-globalization,"social movements that struggle against precarity, austerity and capitalist accumulation",The world we desire is one we can create and care for together,"Written with a contemporary European context of economic, social and reproductive crisis in mind, this thesis presents research about, from and for social movements that struggle against precarity, austerity and capitalist accumulation. Based on accounts ",1788100594,,Dissertations & Theses," Zechner, Manuela
Zechner
Manuela
Zechner, Manuela", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4018947401 , 103733192 , 101309 , 10090487 , 10090487 , http://qmro.qmul.ac.uk/jspui/handle/123456789/9115", Dissertation/Thesis,2015,, English, English,,2015,PQDT - UK & Ireland,2015,https://search.proquest.com/docview/1788100594?accountid=14496, 9998 No UMI subject assigned, 9998 No UMI subject assigned, 9998 No UMI subject assigned, Bibliographic information obtained from the British Library., 9998 No UMI subject assigned, No UMI subject assigned," http://qmro.qmul.ac.uk/jspui/handle/123456789/9115 , (UMI)AAI10090487 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+world+we+desire+is+one+we+can,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.645973661,0.942881984,172,Left,alter-globalization,Transnational Repressive Apparatus (TRA) and resistance to global capitalism,Political repression and capitalist globalization: A theory of a Transnational Repressive Apparatus,This dissertation argues that a central aspect of transnational capitalism in the late 1990s and early 2000s was the rise of a Transnational Repressive Apparatus (TRA) that limited the emergence of broad based and effective opposition movements in the glo,304411640,,Dissertations & Theses," Vaughn, Paul Anthony
Vaughn
Anthony
Paul
Vaughn, Paul Anthony", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1859936881 , 48536181 , 66569 , 9781109318258 , 3370648 , 3370648", Dissertation/Thesis,2008,9.78E+12, English, English,,2008,ProQuest Dissertations and Theses,2008,https://search.proquest.com/docview/304411640?accountid=14496," 0616 International law , 0700 Social structure"," 0616 International law , 0700 Social structure"," 0616 International law , 0700 Social structure",," 0616 International law , 0700 Social structure"," International law , Social structure , Capitalism , Globalization , Politics"," Social sciences , Althusser, Louis , Capitalism , Capitalist class , Globalization , Marxism , Marxist theory , Political repression , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Political+repression+and+capitali,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
